date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:03:11	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Apr%202024%2022:03:11%20GMT	http://tradingver.com/robots.txt		(from )
19:03:12	23297/23297	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2007%20Apr%202024%2022:03:12%20GMT	http://tradingver.com/	C:/Mis%20lugares%20Web/tradingver/tradingver.com/index.html	(from )
19:03:15	6670/6670	U-----	200	untouched ('OK')	text/css	etag:%222caeaf13115bda1:0%22	http://tradingver.com/style_default.css?ver=6.1	C:/Mis%20lugares%20Web/tradingver/tradingver.com/style_default9b2d.css	(from http://tradingver.com/)
19:03:15	5134/5134	U-----	200	untouched ('')	image/png	etag:%22cb808baa404bda1:0%22	http://tradingver.com/logotv2.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/logotv2.png	(from http://tradingver.com/)
19:03:15	52/52	---MC-	302	error ('Found')	text/plain	date:Sun,%2007%20Apr%202024%2022:03:16%20GMT	https://unpkg.com/axios/dist/axios.min.js	C:/Mis%20lugares%20Web/tradingver/unpkg.com/axios/dist/axios.min.3.delayed	(from http://tradingver.com/)
19:03:15	62428/62428	U-----	200	untouched ('')	text/javascript	date:Tue,%2004%20Apr%202023%2017:52:30%20GMT	https://www.gstatic.com/charts/loader.js	C:/Mis%20lugares%20Web/tradingver/www.gstatic.com/charts/loader.js	(from http://tradingver.com/)
19:03:16	663/663	U-----	200	untouched ('')	image/png	etag:%22ebddaa6404bda1:0%22	http://tradingver.com/candado5.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/candado5.png	(from http://tradingver.com/)
19:03:16	23063/23063	U-----	200	untouched ('OK')	application/x-javascript	date:Thu,%2028%20Dec%202023%2002:04:22%20GMT	http://tradingver.com/WebResource.axd?d=XKdpL7C5ZjWUYtCHQwLqTiG-R9xBwgHB-sC-u6wwiy8UiZxXYy8pS10wMP1EKlZLnfWCZJg-x_PgVWptWWPqNtgsYD6PSdXP9adIaF8Ac4M1&t=638393006620000000	C:/Mis%20lugares%20Web/tradingver/tradingver.com/WebResource1334.js	(from http://tradingver.com/)
19:03:16	17335/17335	U-----	200	untouched ('')	image/png	etag:%22f1192bbe159da1:0%22	http://tradingver.com/logotv44mitad333.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/logotv44mitad333.png	(from http://tradingver.com/)
19:03:16	1117/1117	U--M-Z	200	updated ('OK')	text/html	date:Sun,%2007%20Apr%202024%2022:03:16%20GMT	http://tradingver.com/login/Default.aspx	C:/Mis%20lugares%20Web/tradingver/tradingver.com/login/Default.html	(from http://tradingver.com/)
19:03:16	15484/15484	U-----	200	untouched ('')	image/png	etag:%22b134dfa9404bda1:0%22	http://tradingver.com/login_imagen_doble.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/login_imagen_doble.png	(from http://tradingver.com/)
19:03:16	930/930	U-----	200	untouched ('')	image/png	etag:%224d38e5a5404bda1:0%22	http://tradingver.com/candado4.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/candado4.png	(from http://tradingver.com/)
19:03:16	596/596	U-----	200	untouched ('')	image/png	etag:%22f19ec0a5404bda1:0%22	http://tradingver.com/arriba_abajo.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/arriba_abajo.png	(from http://tradingver.com/)
19:03:17	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2007%20Apr%202024%2022:03:17%20GMT	http://tradingver.com/POST	C:/Mis%20lugares%20Web/tradingver/tradingver.com/POST.9.delayed	(from http://tradingver.com/WebResource.axd?d=XKdpL7C5ZjWUYtCHQwLqTiG-R9xBwgHB-sC-u6wwiy8UiZxXYy8pS10wMP1EKlZLnfWCZJg-x_PgVWptWWPqNtgsYD6PSdXP9adIaF8Ac4M1&t=638393006620000000)
19:03:17	137/137	U-----	200	untouched ('')	image/png	etag:%22d33fc1a8404bda1:0%22	http://tradingver.com/linea.png	C:/Mis%20lugares%20Web/tradingver/tradingver.com/linea.png	(from http://tradingver.com/)
